Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Car_Brand,Model
Volkswagen Vento Diesel Comfortline,Chennai,2012,90906,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Comfortline
Mini Cooper S Carbon Edition,Mumbai,2013,52000,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,Mini,Cooper S Carbon Edition
Toyota Corolla Altis G,Pune,2012,54000,Petrol,Manual,First,14.53,1798.0,138.1,5.0,Toyota,Corolla Altis G
Land Rover Freelander 2 S Business Edition,Kochi,2015,61062,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,Land_Rover,Rover Freelander 2 S Business Edition
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2015,122086,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,Skoda,Octavia Elegance 2.0 TDI AT
Hyundai Grand i10 Sportz,Kochi,2016,26038,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Sportz
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,20026,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,Honda,Jazz 1.2 V CVT i VTEC
Audi A6 35 TFSI Matrix,Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,Audi,A6 35 TFSI Matrix
Maruti Alto LXi,Jaipur,2013,40000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto LXi
Mercedes-Benz New C-Class 250 CDI Classic,Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,Mercedes-Benz,New C-Class 250 CDI Classic
Hyundai EON Era Plus,Delhi,2013,35373,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Era Plus
Hyundai Elantra CRDi SX,Kolkata,2014,45000,Diesel,Manual,First,22.7,1582.0,126.24,5.0,Hyundai,Elantra CRDi SX
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand i10 CRDi Magna
Maruti Alto Green LXi (CNG),Delhi,2012,65537,CNG,Manual,First,26.83,796.0,38.4,5.0,Maruti,Alto Green LXi (CNG)
Tata Indica V2 eLS,Hyderabad,2016,80103,Diesel,Manual,First,25.0,1396.0,69.0,5.0,Tata,Indica V2 eLS
Honda Amaze SX i-DTEC,Kolkata,2014,45044,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze SX i-DTEC
Toyota Etios GD,Delhi,2013,70000,Diesel,Manual,First,23.59,1364.0,,5.0,Toyota,Etios GD
Honda City i DTec V,Coimbatore,2017,73003,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City i DTec V
Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.1,1196.0,73.0,7.0,Maruti,Eeco 7 Seater Standard
Nissan Sunny 2011-2014 Diesel XV,Kolkata,2012,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,Nissan,Sunny 2011-2014 Diesel XV
Mahindra Ssangyong Rexton RX7,Mumbai,2016,40000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,Mahindra,Ssangyong Rexton RX7
Ford Endeavour 2.5L 4X2,Hyderabad,2010,154000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,Ford,Endeavour 2.5L 4X2
BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16900,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,BMW,5 Series 2013-2017 530d M Sport
Toyota Innova Crysta 2.4 G MT,Hyderabad,2016,121362,Diesel,Manual,First,13.68,2393.0,147.8,7.0,Toyota,Innova Crysta 2.4 G MT
Ford Figo Petrol Titanium,Delhi,2011,65000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,Ford,Figo Petrol Titanium
Maruti Wagon R VXI,Mumbai,2010,19119,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon R VXI
Honda City V AT,Mumbai,2015,32000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,Honda,City V AT
Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,Audi,Q7 4.2 TDI Quattro Technology
BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,58898,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,BMW,5 Series 2013-2017 530d M Sport
Maruti Ritz VXi,Hyderabad,2013,35433,Petrol,Manual,First,18.5,1197.0,85.8,5.0,Maruti,Ritz VXi
Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,17370,Petrol,Manual,First,17.0,1198.0,73.75,5.0,Volkswagen,Ameo 1.2 MPI Comfortline
Audi Q7 45 TDI Quattro Technology,Mumbai,2016,20002,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,Audi,Q7 45 TDI Quattro Technology
Honda City 1.5 S MT,Jaipur,2011,83035,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,Honda,City 1.5 S MT
Maruti 800 AC BSIII,Hyderabad,2011,83969,Petrol,Manual,First,16.1,796.0,37.0,4.0,Maruti,800 AC BSIII
Honda Civic 2006-2010 1.8 V MT,Hyderabad,2008,152000,Petrol,Manual,Second,13.5,1799.0,130.0,5.0,Honda,Civic 2006-2010 1.8 V MT
Maruti Ignis 1.2 Alpha,Mumbai,2017,7000,Petrol,Manual,First,20.89,1197.0,81.8,5.0,Maruti,Ignis 1.2 Alpha
Mitsubishi Pajero Sport 4X2 AT,Ahmedabad,2014,75000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,Mitsubishi,Pajero Sport 4X2 AT
Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner 4x2 AT
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,Diesel,Manual,First,12.99,2494.0,100.6,7.0,Toyota,Innova 2.5 GX (Diesel) 7 Seater
Honda Jazz S,Kolkata,2010,45000,Petrol,Manual,First,16.0,1198.0,90.0,5.0,Honda,Jazz S
Maruti Swift VDI BSIV,Pune,2014,83000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift VDI BSIV
Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401,Diesel,Manual,First,23.0,1396.0,90.0,5.0,Hyundai,i20 Asta 1.4 CRDi (Diesel)
Hyundai EON Magna Plus,Kochi,2019,14322,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Magna Plus
Ford Figo 2015-2019 1.2P Trend MT,Coimbatore,2017,39419,Petrol,Manual,First,18.16,1196.0,86.8,5.0,Ford,Figo 2015-2019 1.2P Trend MT
Maruti Ertiga VDI,Pune,2014,71899,Diesel,Manual,First,20.77,1248.0,88.76,7.0,Maruti,Ertiga VDI
Nissan Terrano XL,Mumbai,2014,40000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,Nissan,Terrano XL
Maruti Baleno Alpha 1.3,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,Maruti,Baleno Alpha 1.3
Honda Brio S MT,Kochi,2014,63058,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio S MT
Maruti Zen Estilo 1.1 LXI BSIII,Bangalore,2007,60000,Petrol,Manual,Second,18.2,1061.0,64.0,5.0,Maruti,Zen Estilo 1.1 LXI BSIII
Hyundai Santro Xing GLS,Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,Hyundai,Santro Xing GLS
Hyundai Santro Xing GLS,Pune,2010,75000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,Hyundai,Santro Xing GLS
Maruti Swift 1.3 VXi,Kolkata,2015,36009,Petrol,Manual,First,16.1,,,,Maruti,Swift 1.3 VXi
Toyota Etios GD,Chennai,2011,79000,Diesel,Manual,First,23.59,1364.0,,5.0,Toyota,Etios GD
Maruti SX4 ZDI,Coimbatore,2015,65636,Diesel,Manual,First,21.79,1248.0,88.73,5.0,Maruti,SX4 ZDI
Hyundai i20 Active 1.2 S,Mumbai,2015,12000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,Hyundai,i20 Active 1.2 S
Nissan Terrano XV D Pre,Pune,2014,75000,Diesel,Manual,First,19.64,1461.0,108.5,5.0,Nissan,Terrano XV D Pre
Maruti Baleno Delta CVT,Ahmedabad,2017,21701,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,Maruti,Baleno Delta CVT
Honda Brio E MT,Mumbai,2015,36990,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio E MT
Hyundai i20 1.2 Magna Executive,Jaipur,2017,58500,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 1.2 Magna Executive
Hyundai Grand i10 Asta Option,Pune,2014,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Asta Option
Honda City i VTEC VX,Delhi,2015,60595,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City i VTEC VX
Renault Koleos 4X2 MT,Hyderabad,2014,92448,Diesel,Manual,First,17.15,1995.0,147.9,5.0,Renault,Koleos 4X2 MT
Renault Duster 110PS Diesel RxZ Plus,Delhi,2012,130000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxZ Plus
Chevrolet Sail Hatchback LS ABS,Hyderabad,2013,70000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,Chevrolet,Sail Hatchback LS ABS
Hyundai Elantra 2.0 SX Option AT,Kochi,2018,21127,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,Hyundai,Elantra 2.0 SX Option AT
Maruti Alto K10 2010-2014 VXI,Chennai,2011,91211,Petrol,Manual,First,20.92,998.0,67.1,5.0,Maruti,Alto K10 2010-2014 VXI
Hyundai i20 Magna,Kolkata,2012,37000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,Hyundai,i20 Magna
Maruti Ertiga VDI,Kolkata,2013,53073,Diesel,Manual,First,20.77,1248.0,88.76,7.0,Maruti,Ertiga VDI
Volkswagen Polo 1.2 MPI Comfortline,Kochi,2015,29215,Petrol,Manual,First,16.47,1198.0,74.0,5.0,Volkswagen,Polo 1.2 MPI Comfortline
Skoda Rapid 1.5 TDI AT Elegance,Delhi,2015,55000,Diesel,Automatic,Second,21.66,1498.0,103.52,5.0,Skoda,Rapid 1.5 TDI AT Elegance
Hyundai Verna VTVT 1.6 SX,Delhi,2014,70428,Petrol,Manual,First,17.0,1591.0,121.3,5.0,Hyundai,Verna VTVT 1.6 SX
Maruti Swift Dzire ZDI,Hyderabad,2016,46372,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire ZDI
Honda Civic 2006-2010 1.8 MT Sport,Jaipur,2007,92000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,Honda,Civic 2006-2010 1.8 MT Sport
Nissan Terrano XL Plus 85 PS,Jaipur,2014,60000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,Nissan,Terrano XL Plus 85 PS
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,48000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT
Maruti Ritz VDi,Pune,2010,71000,Diesel,Manual,First,21.1,1248.0,73.9,5.0,Maruti,Ritz VDi
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,Mercedes-Benz,GLE 350d
Datsun GO Plus T,Kolkata,2016,12800,Petrol,Manual,First,19.44,1198.0,67.0,7.0,Datsun,GO Plus T
Honda City 1.5 S MT,Kolkata,2009,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City 1.5 S MT
Ford Ecosport 1.0 Ecoboost Titanium,Coimbatore,2016,37354,Petrol,Manual,First,18.88,999.0,123.37,5.0,Ford,Ecosport 1.0 Ecoboost Titanium
Maruti Ritz VXi,Coimbatore,2011,50318,Petrol,Manual,First,18.5,1197.0,85.8,5.0,Maruti,Ritz VXi
Honda City i VTEC SV,Bangalore,2014,62000,Petrol,Manual,Second,17.4,1497.0,117.3,5.0,Honda,City i VTEC SV
Maruti Swift VDI,Delhi,2014,27365,Diesel,Manual,First,28.4,1248.0,74.0,5.0,Maruti,Swift VDI
Honda Jazz V CVT,Hyderabad,2015,33000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,Honda,Jazz V CVT
Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,2013,62132,Petrol,Manual,First,18.5,1197.0,82.85,5.0,Hyundai,i20 Asta Optional with Sunroof 1.2
Maruti Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire LDI
Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,Honda,City i VTEC V
Maruti Swift Dzire ZXI,Kochi,2015,24782,Petrol,Manual,First,20.85,1197.0,83.14,5.0,Maruti,Swift Dzire ZXI
Nissan Micra Diesel XV,Jaipur,2011,111000,Diesel,Manual,Third,23.08,1461.0,63.1,5.0,Nissan,Micra Diesel XV
Hyundai EON D Lite Plus,Coimbatore,2015,36933,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON D Lite Plus
Toyota Fortuner 3.0 Diesel,Delhi,2011,75000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,Toyota,Fortuner 3.0 Diesel
BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,BMW,3 Series 320d Luxury Line
Honda City i VTEC S,Pune,2014,58407,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City i VTEC S
Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,Audi,A4 New 2.0 TDI Multitronic
Toyota Corolla H2,Delhi,2008,63000,Petrol,Manual,First,13.4,1794.0,125.0,5.0,Toyota,Corolla H2
Toyota Fortuner 3.0 Diesel,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,Toyota,Fortuner 3.0 Diesel
Hyundai i10 Magna AT,Coimbatore,2011,50058,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,Hyundai,i10 Magna AT
Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2017,24806,Petrol,Manual,First,18.15,1198.0,82.0,6.0,Mahindra,KUV 100 mFALCON G80 K2
Hyundai i20 2015-2017 Magna 1.2,Pune,2016,20600,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 2015-2017 Magna 1.2
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2013,51450,Diesel,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova 2.5 V Diesel 7-seater
Maruti Celerio VXI AT,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio VXI AT
Maruti Alto LXi BSIII,Chennai,2008,68000,Petrol,Manual,Third,19.7,796.0,46.3,5.0,Maruti,Alto LXi BSIII
Honda City ZX VTEC,Mumbai,2007,70000,Petrol,Manual,First,16.9,1497.0,100.0,5.0,Honda,City ZX VTEC
Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Highline
Skoda Superb 1.8 TSI MT,Hyderabad,2010,53293,Petrol,Manual,First,13.14,1798.0,160.0,5.0,Skoda,Superb 1.8 TSI MT
Chevrolet Aveo U-VA 1.2 LT,Coimbatore,2010,64236,Petrol,Manual,First,14.7,1150.0,76.0,5.0,Chevrolet,Aveo U-VA 1.2 LT
Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,Maruti,Wagon R LX BSIII
Toyota Qualis RS E2,Pune,2004,215750,Diesel,Manual,Second,,2446.0,,10.0,Toyota,Qualis RS E2
Honda Amaze VX CVT i-VTEC,Jaipur,2017,145000,Petrol,Automatic,First,18.1,1199.0,88.7,5.0,Honda,Amaze VX CVT i-VTEC
Honda City i-VTEC CVT ZX,Hyderabad,2017,11934,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City i-VTEC CVT ZX
Honda Jazz 1.2 V i VTEC,Kolkata,2015,45000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,Honda,Jazz 1.2 V i VTEC
BMW 3 Series 320d Prestige,Ahmedabad,2014,75000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,BMW,3 Series 320d Prestige
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,Maruti,Swift VXI BSIV
Land Rover Range Rover HSE Dynamic,Kochi,2018,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,Land_Rover,Rover Range Rover HSE Dynamic
BMW 3 Series 320d Sport Line,Pune,2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,BMW,3 Series 320d Sport Line
Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,Hyundai,i20 Sportz AT 1.4
Honda Amaze S i-Dtech,Delhi,2014,66000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze S i-Dtech
Honda Amaze S i-Vtech,Delhi,2015,52513,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze S i-Vtech
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo Diesel Comfortline 1.2L
Mercedes-Benz New C-Class 220 CDI AT,Delhi,2013,40100,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,Mercedes-Benz,New C-Class 220 CDI AT
Honda City i-DTEC SV,Hyderabad,2014,63000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,Honda,City i-DTEC SV
Honda Amaze E i-Dtech,Pune,2016,62000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze E i-Dtech
Toyota Innova Crysta 2.8 GX AT 8S,Mumbai,2016,36000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,Toyota,Innova Crysta 2.8 GX AT 8S
Hyundai i20 1.2 Spotz,Mumbai,2017,3900,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 1.2 Spotz
Chevrolet Beat Diesel LS,Chennai,2011,63000,Diesel,Manual,First,25.44,936.0,57.6,5.0,Chevrolet,Beat Diesel LS
Maruti Wagon R LXI BSIII,Pune,2007,83000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,Maruti,Wagon R LXI BSIII
Hyundai Elantra CRDi SX,Jaipur,2012,98008,Diesel,Manual,First,22.7,1582.0,126.24,5.0,Hyundai,Elantra CRDi SX
Renault Duster 110PS Diesel RxZ,Pune,2012,135000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxZ
Honda Brio VX AT,Mumbai,2014,26856,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,Honda,Brio VX AT
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,Mercedes-Benz,New C-Class C 220 CDI Elegance AT
Hyundai Grand i10 Sportz,Kolkata,2013,29000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Sportz
Jeep Compass 2.0 Longitude,Kochi,2018,28937,Diesel,Manual,First,17.1,1956.0,170.0,5.0,Jeep,Compass 2.0 Longitude
Volkswagen Vento Diesel Trendline,Chennai,2011,41000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Trendline
Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500 W4
Mercedes-Benz CLA 200 CDI Sport,Kochi,2016,32345,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,CLA 200 CDI Sport
Isuzu MU 7 4x2 HIPACK,Kolkata,2016,45000,Diesel,Manual,First,12.08,2999.0,161.0,7.0,Isuzu,MU 7 4x2 HIPACK
Maruti Vitara Brezza VDi Option,Delhi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza VDi Option
Ford Figo Diesel EXI,Coimbatore,2014,74980,Diesel,Manual,First,20.0,1399.0,68.0,5.0,Ford,Figo Diesel EXI
Ford Fiesta Classic 1.4 Duratorq CLXI,Bangalore,2011,73000,Diesel,Manual,Second,17.8,1399.0,67.0,5.0,Ford,Fiesta Classic 1.4 Duratorq CLXI
Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,25805,Petrol,Manual,First,18.2,1061.0,64.0,5.0,Maruti,Zen Estilo 1.1 LX BSIII
Renault Fluence Diesel E4,Delhi,2012,87510,Diesel,Manual,First,21.8,1461.0,78.0,5.0,Renault,Fluence Diesel E4
Hyundai i10 Asta AT,Mumbai,2011,64984,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,Hyundai,i10 Asta AT
Force One LX 4x4,Chennai,2014,50000,Diesel,Manual,First,17.0,2200.0,139.01,7.0,Force,One LX 4x4
Maruti Baleno Alpha 1.2,Delhi,2016,20185,Petrol,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno Alpha 1.2
Mitsubishi Pajero Sport 4X4,Jaipur,2014,70000,Diesel,Manual,Second,13.5,2477.0,175.56,7.0,Mitsubishi,Pajero Sport 4X4
Hyundai EON Era Plus,Jaipur,2015,38000,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Era Plus
Renault KWID RXL,Pune,2018,1000,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID RXL
Maruti Swift VDI,Kochi,2016,62192,Diesel,Manual,First,28.4,1248.0,74.0,5.0,Maruti,Swift VDI
Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,Petrol,Manual,Third,15.26,1150.0,74.9,5.0,Chevrolet,Aveo U-VA 1.2 LS
Hyundai Verna 1.6 CRDi SX,Coimbatore,2017,38056,Diesel,Manual,First,23.9,1582.0,126.2,5.0,Hyundai,Verna 1.6 CRDi SX
Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza LDi
Toyota Fortuner 4x4 MT,Jaipur,2014,122000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,Toyota,Fortuner 4x4 MT
Maruti Alto LXi,Hyderabad,2009,65090,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto LXi
Honda Mobilio S i VTEC,Kolkata,2015,26000,Petrol,Manual,First,17.3,1497.0,117.3,7.0,Honda,Mobilio S i VTEC
Hyundai Verna Transform SX VGT CRDi,Ahmedabad,2010,70002,Diesel,Manual,First,16.2,1493.0,110.0,5.0,Hyundai,Verna Transform SX VGT CRDi
Tata Indica V2 DLS BSIII,Pune,2017,50000,Diesel,Manual,First,17.88,1405.0,48.21,5.0,Tata,Indica V2 DLS BSIII
Audi Q5 2008-2012 3.0 TDI,Chennai,2014,25000,Diesel,Automatic,First,12.19,2967.0,236.0,5.0,Audi,Q5 2008-2012 3.0 TDI
Hyundai EON Era Plus,Jaipur,2013,70000,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Era Plus
Honda Jazz V CVT,Mumbai,2017,17978,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,Honda,Jazz V CVT
Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,20712,Petrol,Manual,First,23.84,1199.0,84.0,5.0,Tata,Tiago 1.2 Revotron XZ
Maruti Swift Vdi BSIII,Pune,2007,102000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,Maruti,Swift Vdi BSIII
Honda Jazz 1.2 E i VTEC,Kochi,2018,38593,Petrol,Manual,First,18.7,1199.0,88.7,5.0,Honda,Jazz 1.2 E i VTEC
Honda City 1.5 V MT,Coimbatore,2016,30842,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City 1.5 V MT
Honda Accord V6 AT,Chennai,2006,120000,Petrol,Automatic,Second,9.0,2997.0,218.0,5.0,Honda,Accord V6 AT
Hyundai Santro Xing XO,Hyderabad,2007,57309,Petrol,Manual,First,17.0,1086.0,,5.0,Hyundai,Santro Xing XO
Maruti Celerio VXI AMT,Mumbai,2016,47691,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio VXI AMT
Hyundai Verna 1.6 SX CRDI (O) AT,Coimbatore,2019,77240,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX CRDI (O) AT
Ford Fiesta 1.4 SXi TDCi,Pune,2009,134000,Diesel,Manual,First,17.8,1399.0,,5.0,Ford,Fiesta 1.4 SXi TDCi
Mahindra Xylo D4 BSIV,Jaipur,2012,55000,Diesel,Manual,Second,14.0,2498.0,112.0,8.0,Mahindra,Xylo D4 BSIV
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,Audi,Q7 3.0 TDI Quattro Premium Plus
Skoda Laura L and K MT,Kolkata,2013,45000,Diesel,Manual,First,17.5,1896.0,106.0,5.0,Skoda,Laura L and K MT
Hyundai i20 Active SX Diesel,Chennai,2015,62083,Diesel,Manual,First,21.19,1396.0,88.76,5.0,Hyundai,i20 Active SX Diesel
Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,Diesel,Manual,First,14.24,2755.0,174.5,7.0,Toyota,Fortuner 2.8 2WD MT
Maruti Swift VVT ZXI,Pune,2012,46972,Petrol,Manual,First,22.0,1197.0,81.8,5.0,Maruti,Swift VVT ZXI
Nissan Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,Nissan,Teana XV
Hyundai i10 Magna,Delhi,2015,34951,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,Hyundai,i10 Magna
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Pune,2012,119000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,Mercedes-Benz,New C-Class C 220 CDI Elegance AT
Hyundai i10 Sportz 1.1L,Pune,2010,77000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10 Sportz 1.1L
Mahindra XUV500 W10 2WD,Mumbai,2015,53392,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500 W10 2WD
Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,Petrol,Manual,First,15.6,1586.0,104.68,5.0,Maruti,SX4 Zxi with Leather BSIII
Hyundai i10 Sportz,Ahmedabad,2014,47003,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz
Skoda Rapid 1.5 TDI Ambition Plus,Bangalore,2014,52000,Diesel,Manual,First,21.14,1498.0,103.6,5.0,Skoda,Rapid 1.5 TDI Ambition Plus
Honda Amaze S i-Vtech,Jaipur,2016,6714,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze S i-Vtech
Maruti Ritz ZXi,Mumbai,2015,10500,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,Maruti,Ritz ZXi
Hyundai Grand i10 Asta Option AT,Coimbatore,2017,28052,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Asta Option AT
