Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Brand,Model
Honda Jazz 1.5 SV i DTEC,Hyderabad,2016,44345,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.1,Honda,Jazz 1.5 SV i DTEC
Honda City 1.5 S MT,Kolkata,2011,45501,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.1,Honda,City 1.5 S MT
Mitsubishi Lancer 1.5 SFXi,Chennai,2001,104000,Petrol,Manual,Third,13.7,1468.0,85.8,5.0,1.0,Mitsubishi,Lancer 1.5 SFXi
Nissan Sunny XE P,Coimbatore,2012,50297,Petrol,Manual,First,16.95,1498.0,97.6,5.0,4.69,Nissan,Sunny XE P
Honda Accord 2.4 AT,Mumbai,2011,87000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,5.4,Honda,Accord 2.4 AT
Mahindra XUV500 W8 2WD,Mumbai,2016,120000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,12.0,Mahindra,XUV500 W8 2WD
Hyundai i20 1.2 Magna Executive,Mumbai,2018,17000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.5,Hyundai,i20 1.2 Magna Executive
Nissan Micra Diesel XL,Chennai,2014,100000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.0,Nissan,Micra Diesel XL
Maruti Ciaz AT ZXi,Kochi,2015,50979,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,6.9,Maruti,Ciaz AT ZXi
Volkswagen Vento Diesel Trendline,Chennai,2011,41000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.0,Volkswagen,Vento Diesel Trendline
Hyundai i20 Asta,Chennai,2011,24000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.25,Hyundai,i20 Asta
Toyota Corolla Altis G,Hyderabad,2008,44738,Petrol,Manual,First,14.53,1798.0,138.1,5.0,5.1,Toyota,Corolla Altis G
Honda City i DTEC VX,Kolkata,2014,37298,Diesel,Manual,First,25.1,1498.0,98.6,5.0,4.9,Honda,City i DTEC VX
Maruti Swift VXI BSIV,Pune,2014,42000,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,3.6,Maruti,Swift VXI BSIV
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2016,45000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,34.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance
Toyota Innova 2.5 G (Diesel) 7 Seater,Mumbai,2015,102000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,8.25,Toyota,Innova 2.5 G (Diesel) 7 Seater
Maruti Swift Lxi BSIII,Pune,2011,70000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,1.3,Maruti,Swift Lxi BSIII
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,27467,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.05,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C
Hyundai Grand i10 Asta,Kolkata,2015,15305,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75,Hyundai,Grand i10 Asta
Maruti Wagon R LXI BS IV,Mumbai,2010,70000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.1,Maruti,Wagon R LXI BS IV
Ford EcoSport 1.5 TDCi Titanium,Hyderabad,2016,36778,Diesel,Manual,First,22.77,1498.0,98.59,5.0,8.8,Ford,EcoSport 1.5 TDCi Titanium
Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2015,25845,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.84,Volkswagen,Polo 1.2 MPI Comfortline
Hyundai Verna 1.6 VTVT AT SX,Kochi,2018,33858,Petrol,Automatic,First,17.01,1591.0,121.3,5.0,9.03,Hyundai,Verna 1.6 VTVT AT SX
Renault KWID AMT RXL,Ahmedabad,2017,12000,Petrol,Automatic,Second,24.04,999.0,67.0,5.0,3.25,Renault,KWID AMT RXL
Honda Brio S Option AT,Coimbatore,2013,33709,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.9,Honda,Brio S Option AT
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,32709,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.46,Ford,Figo Aspire 1.2 Ti-VCT Titanium
Toyota Fortuner 3.0 Diesel,Bangalore,2014,72000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,18.5,Toyota,Fortuner 3.0 Diesel
Tata Indigo eCS eLX BS IV,Ahmedabad,2013,31000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.7,Tata,Indigo eCS eLX BS IV
Ford Figo 2015-2019 1.5D Ambiente MT,Chennai,2016,70000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,4.6,Ford,Figo 2015-2019 1.5D Ambiente MT
Maruti Swift Dzire VDI,Jaipur,2014,61000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.35,Maruti,Swift Dzire VDI
Nissan Micra Diesel XV Primo,Pune,2011,72000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.3,Nissan,Micra Diesel XV Primo
Skoda Octavia Style Plus 2.0 TDI AT,Delhi,2016,49000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,15.45,Skoda,Octavia Style Plus 2.0 TDI AT
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Hyderabad,2014,42939,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,12.49,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT
Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,32545,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,48.76,Audi,Q7 35 TDI Quattro Technology
Hyundai i20 1.2 Sportz,Pune,2011,54000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.2,Hyundai,i20 1.2 Sportz
BMW 3 Series 320d Corporate Edition,Delhi,2012,76000,Diesel,Automatic,First,16.07,1995.0,181.0,4.0,8.75,BMW,3 Series 320d Corporate Edition
Hyundai i20 Active 1.4 SX Dual Tone,Kolkata,2015,27000,Diesel,Manual,First,21.19,1396.0,88.73,5.0,5.99,Hyundai,i20 Active 1.4 SX Dual Tone
Mahindra Scorpio 2.6 DX,Chennai,2005,120000,Diesel,Manual,Second,12.7,2609.0,116.6,8.0,2.9,Mahindra,Scorpio 2.6 DX
Audi A4 3.2 FSI Tiptronic Quattro,Hyderabad,2012,125000,Petrol,Automatic,First,10.5,3197.0,,0.0,18.0,Audi,A4 3.2 FSI Tiptronic Quattro
Ford Figo Diesel EXI,Kolkata,2011,37000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,1.8,Ford,Figo Diesel EXI
Honda Accord 2.4 Inspire M/T,Mumbai,2012,42000,Petrol,Manual,First,9.8,2354.0,180.0,5.0,6.25,Honda,Accord 2.4 Inspire M/T
Hyundai i20 Sportz 1.4 CRDi,Bangalore,2013,60000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,5.45,Hyundai,i20 Sportz 1.4 CRDi
Jaguar XF 2.2 Litre Luxury,Mumbai,2018,3000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,52.5,Jaguar,XF 2.2 Litre Luxury
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2013,44000,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,5.6,Hyundai,Verna 1.6 SX VTVT (O) AT
Honda City i VTEC VX Option,Kolkata,2014,37000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.45,Honda,City i VTEC VX Option
Hyundai i20 Asta Optional with Sunroof 1.2,Mumbai,2012,50000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,3.7,Hyundai,i20 Asta Optional with Sunroof 1.2
Honda Brio S MT,Chennai,2013,58581,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.49,Honda,Brio S MT
Hyundai i20 Sportz 1.4 CRDi,Kolkata,2013,25500,Diesel,Manual,First,21.9,1396.0,88.76,5.0,3.55,Hyundai,i20 Sportz 1.4 CRDi
Maruti Grand Vitara 2.4 MT,Mumbai,2017,25000,Petrol,Manual,First,10.4,2393.0,163.5,5.0,9.0,Maruti,Grand Vitara 2.4 MT
Maruti A-Star Vxi,Hyderabad,2011,53766,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.7,Maruti,A-Star Vxi
Fiat Punto 1.3 Emotion,Pune,2011,45271,Diesel,Manual,First,20.3,,,,2.6,Fiat,Punto 1.3 Emotion
Maruti Alto LXi,Chennai,2006,68000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,Maruti,Alto LXi
Mahindra XUV500 W10 2WD,Jaipur,2017,40000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15.9,Mahindra,XUV500 W10 2WD
Maruti Swift RS VDI,Hyderabad,2013,73212,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.2,Maruti,Swift RS VDI
BMW X1 sDrive20d,Mumbai,2014,69000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,16.25,BMW,X1 sDrive20d
Volkswagen Passat 2.0 PD DSG,Mumbai,2007,61932,Diesel,Automatic,Second,14.3,1968.0,140.0,5.0,3.31,Volkswagen,Passat 2.0 PD DSG
BMW X3 xDrive20d,Bangalore,2012,52000,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,24.0,BMW,X3 xDrive20d
Maruti Ritz VXi,Kolkata,2011,150000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,2.5,Maruti,Ritz VXi
Hyundai i20 Sportz 1.4 CRDi,Jaipur,2013,70933,Diesel,Manual,Second,21.9,1396.0,88.76,5.0,3.9,Hyundai,i20 Sportz 1.4 CRDi
Maruti Swift VDI BSIV,Kolkata,2013,115195,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3.85,Maruti,Swift VDI BSIV
Mercedes-Benz New C-Class 200 Kompressor,Delhi,2011,62148,Petrol,Manual,First,11.7,1796.0,178.0,5.0,8.8,Mercedes-Benz,New C-Class 200 Kompressor
Toyota Corolla Altis 1.8 GL,Chennai,2009,32000,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,4.95,Toyota,Corolla Altis 1.8 GL
Hyundai Verna 1.6 SX CRDi (O),Kolkata,2014,58000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.75,Hyundai,Verna 1.6 SX CRDi (O)
Renault Duster 110PS Diesel RxZ,Kochi,2014,68598,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.17,Renault,Duster 110PS Diesel RxZ
Maruti Swift Ldi BSIII,Chennai,2010,84072,Diesel,Manual,First,17.8,1248.0,75.0,5.0,3.45,Maruti,Swift Ldi BSIII
Maruti Alto K10 VXI,Jaipur,2016,51264,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.2,Maruti,Alto K10 VXI
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,21363,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.49,Hyundai,Creta 1.6 SX Plus Petrol Automatic
Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,Petrol,Automatic,First,15.04,1991.0,183.0,5.0,24.5,Mercedes-Benz,CLA 200 CGI Sport
Honda CR-V 2.4 4WD AT,Kolkata,2015,35000,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,14.7,Honda,CR-V 2.4 4WD AT
Ford Ecosport 1.5 DV5 MT Trend,Hyderabad,2014,55000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.0,Ford,Ecosport 1.5 DV5 MT Trend
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,43252,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,34.18,Mercedes-Benz,E-Class 2015-2017 E250 CDI Avantgarde
Hyundai Grand i10 CRDi Magna,Delhi,2014,42000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.5,Hyundai,Grand i10 CRDi Magna
Ford Fiesta 1.4 Duratec ZXI,Hyderabad,2006,69000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,2.15,Ford,Fiesta 1.4 Duratec ZXI
Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,14000,Diesel,Automatic,First,17.6,1582.0,126.2,5.0,11.25,Hyundai,Creta 1.6 SX Automatic Diesel
Maruti A-Star Lxi,Delhi,2010,70000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0,Maruti,A-Star Lxi
Maruti Ritz LDi,Kochi,2015,35314,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.27,Maruti,Ritz LDi
Honda City i VTEC SV,Kochi,2017,38691,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.68,Honda,City i VTEC SV
Toyota Innova 2.5 GX (Diesel) 7 Seater,Coimbatore,2017,72717,Diesel,Manual,First,12.99,2494.0,100.6,7.0,14.52,Toyota,Innova 2.5 GX (Diesel) 7 Seater
Mercedes-Benz R-Class R350 4Matic Long,Mumbai,2011,82000,Petrol,Automatic,Second,11.8,3498.0,272.0,7.0,16.85,Mercedes-Benz,R-Class R350 4Matic Long
Skoda Rapid 1.5 TDI Elegance,Mumbai,2015,44000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,5.75,Skoda,Rapid 1.5 TDI Elegance
Ford Ecosport 1.5 Ti VCT MT Titanium,Mumbai,2017,27000,Petrol,Manual,First,15.8,1499.0,110.0,5.0,8.3,Ford,Ecosport 1.5 Ti VCT MT Titanium
Maruti Celerio VXI AT,Chennai,2014,18500,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.95,Maruti,Celerio VXI AT
Volkswagen Vento Petrol Highline,Mumbai,2014,45000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4.8,Volkswagen,Vento Petrol Highline
Volvo XC60 D5,Ahmedabad,2011,173000,Diesel,Automatic,First,13.5,2400.0,215.0,5.0,12.0,Volvo,XC60 D5
Toyota Etios Cross 1.4 GD,Ahmedabad,2017,42000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,6.25,Toyota,Etios Cross 1.4 GD
Tata Indica Vista TDI LX,Jaipur,2012,90000,Diesel,Manual,First,19.4,1405.0,70.0,5.0,2.5,Tata,Indica Vista TDI LX
Honda City i VTEC CVT VX,Pune,2014,82329,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.5,Honda,City i VTEC CVT VX
Honda City 1.5 V MT,Delhi,2010,80302,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5,Honda,City 1.5 V MT
Skoda Octavia Rider Classic 1.9 TDI,Hyderabad,2005,105000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,1.99,Skoda,Octavia Rider Classic 1.9 TDI
Toyota Corolla 1.8 J,Kolkata,2009,60000,Petrol,Manual,First,14.53,1798.0,138.0,5.0,2.25,Toyota,Corolla 1.8 J
Toyota Etios G,Delhi,2014,70000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,3.25,Toyota,Etios G
BMW X1 sDrive20d,Bangalore,2016,45000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,28.5,BMW,X1 sDrive20d
Honda City ZX CVT,Kolkata,2006,44000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,1.5,Honda,City ZX CVT
Hyundai i20 Sportz 1.4 CRDi,Delhi,2017,25500,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.0,Hyundai,i20 Sportz 1.4 CRDi
Mercedes-Benz E-Class E350 CDI,Delhi,2014,68000,Diesel,Automatic,First,13.0,2987.0,261.5,5.0,27.5,Mercedes-Benz,E-Class E350 CDI
Hyundai Creta 1.6 CRDi SX Option,Ahmedabad,2015,61786,Diesel,Manual,First,19.67,1582.0,126.2,5.0,10.5,Hyundai,Creta 1.6 CRDi SX Option
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Jaipur,2014,65000,Diesel,Automatic,Second,15.73,1968.0,174.33,5.0,21.5,Audi,Q3 2012-2015 2.0 TDI Quattro Premium Plus
Land Rover Discovery Sport TD4 HSE,Delhi,2016,77000,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,35.0,Land_Rover,Rover Discovery Sport TD4 HSE
Skoda Rapid 1.5 TDI AT Elegance Plus,Hyderabad,2015,34000,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,7.99,Skoda,Rapid 1.5 TDI AT Elegance Plus
Maruti Celerio VXI AT,Coimbatore,2015,59751,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.88,Maruti,Celerio VXI AT
Audi RS5 Coupe,Mumbai,2013,23312,Petrol,Automatic,First,11.05,2894.0,444.0,4.0,40.5,Audi,RS5 Coupe
Maruti Ciaz ZXi Plus,Mumbai,2015,30000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.55,Maruti,Ciaz ZXi Plus
Audi Q5 2.0 TDI Premium Plus,Coimbatore,2015,60146,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,29.64,Audi,Q5 2.0 TDI Premium Plus
Ford Figo Diesel Titanium,Coimbatore,2013,44731,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,4.34,Ford,Figo Diesel Titanium
Ford Ecosport 1.0 Ecoboost Titanium,Kochi,2014,43316,Petrol,Manual,First,18.88,999.0,123.37,5.0,6.22,Ford,Ecosport 1.0 Ecoboost Titanium
Honda City 1.5 S MT,Delhi,2009,92000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,2.25,Honda,City 1.5 S MT
Jaguar XF 2.2 Litre Luxury,Hyderabad,2015,50000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,38.0,Jaguar,XF 2.2 Litre Luxury
Maruti Swift VXI BSIV,Mumbai,2008,69000,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,2.15,Maruti,Swift VXI BSIV
BMW 5 Series 520d Luxury Line,Coimbatore,2014,60280,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,22.45,BMW,5 Series 520d Luxury Line
Mercedes-Benz B Class B200 CDI,Coimbatore,2017,48161,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,20.87,Mercedes-Benz,B Class B200 CDI
Honda Brio S MT,Mumbai,2013,41000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.1,Honda,Brio S MT
Hyundai i20 Sportz 1.2,Mumbai,2016,6000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.95,Hyundai,i20 Sportz 1.2
Tata Indica V2 DLG TC,Mumbai,2006,133000,Diesel,Manual,Second,16.8,1405.0,68.0,5.0,0.86,Tata,Indica V2 DLG TC
Toyota Fortuner 3.0 Diesel,Delhi,2010,76000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,9.25,Toyota,Fortuner 3.0 Diesel
Hyundai i10 Sportz 1.1L,Mumbai,2011,15590,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.25,Hyundai,i10 Sportz 1.1L
Hyundai i20 1.2 Sportz Option,Kochi,2016,69681,Petrol,Manual,First,17.0,1197.0,80.0,5.0,6.13,Hyundai,i20 1.2 Sportz Option
Maruti Baleno LXI - BSIII,Kochi,2006,70362,Petrol,Manual,Second,15.4,1590.0,,5.0,1.81,Maruti,Baleno LXI - BSIII
Honda Amaze S AT i-Vtech,Pune,2014,49112,Petrol,Automatic,Second,15.5,1198.0,86.7,5.0,3.79,Honda,Amaze S AT i-Vtech
Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,2017,25000,Diesel,Automatic,First,13.33,2993.0,255.0,5.0,160.0,Land_Rover,Rover Range Rover 3.0 Diesel LWB Vogue
Toyota Etios Liva GD,Mumbai,2011,74000,Diesel,Manual,First,23.59,1364.0,,5.0,3.6,Toyota,Etios Liva GD
Hyundai i10 Sportz 1.2 AT,Pune,2013,15200,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,3.85,Hyundai,i10 Sportz 1.2 AT
Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2013,86300,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.5,Volkswagen,Polo Diesel Trendline 1.2L
Maruti Baleno RS Petrol,Coimbatore,2018,26731,Petrol,Manual,First,21.1,998.0,100.0,5.0,8.61,Maruti,Baleno RS Petrol
Hyundai i20 Sportz 1.4 CRDi,Ahmedabad,2016,74000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,6.5,Hyundai,i20 Sportz 1.4 CRDi
Toyota Corolla H4,Chennai,2005,83929,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2.6,Toyota,Corolla H4
Toyota Innova 2.5 VX (Diesel) 7 Seater,Pune,2015,65000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,15.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater
Maruti Celerio VXI AT Optional,Pune,2017,20000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.7,Maruti,Celerio VXI AT Optional
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2015,122086,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,12.99,Skoda,Octavia Elegance 2.0 TDI AT
Honda Mobilio S i VTEC,Kochi,2018,35442,Petrol,Manual,First,17.3,1497.0,117.3,7.0,7.32,Honda,Mobilio S i VTEC
Hyundai Verna 1.6 CRDi SX,Delhi,2015,62542,Diesel,Manual,Second,23.9,1582.0,126.2,5.0,6.5,Hyundai,Verna 1.6 CRDi SX
Honda City 1.5 S MT,Coimbatore,2012,26671,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,5.67,Honda,City 1.5 S MT
Ford Classic 1.4 Duratorq Titanium,Chennai,2014,83500,Diesel,Manual,Second,19.68,1399.0,67.0,5.0,3.0,Ford,Classic 1.4 Duratorq Titanium
Maruti Ciaz ZDi,Delhi,2015,46166,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,5.5,Maruti,Ciaz ZDi
Maruti Wagon R VXI BS IV,Pune,2015,25200,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.35,Maruti,Wagon R VXI BS IV
Audi A4 3.0 TDI Quattro,Coimbatore,2015,35463,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,25.02,Audi,A4 3.0 TDI Quattro
Toyota Camry Hybrid 2.5,Coimbatore,2017,23249,Petrol,Automatic,First,19.16,2487.0,175.67,5.0,26.11,Toyota,Camry Hybrid 2.5
Hyundai i20 Asta 1.2,Coimbatore,2016,40310,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.09,Hyundai,i20 Asta 1.2
Maruti SX4 Green Vxi (CNG),Delhi,2012,82069,CNG,Manual,First,21.4,1586.0,103.3,5.0,2.65,Maruti,SX4 Green Vxi (CNG)
Hyundai Grand i10 1.2 Kappa Asta,Delhi,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.5,Hyundai,Grand i10 1.2 Kappa Asta
Volkswagen Polo Diesel Trendline 1.2L,Chennai,2012,94000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.5,Volkswagen,Polo Diesel Trendline 1.2L
BMW X5 xDrive 30d M Sport,Chennai,2016,45000,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,57.0,BMW,X5 xDrive 30d M Sport
Volkswagen Polo Petrol Comfortline 1.2L,Kochi,2012,52818,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.82,Volkswagen,Polo Petrol Comfortline 1.2L
Renault Duster 85PS Diesel RxE,Jaipur,2013,61238,Diesel,Manual,First,20.45,1461.0,83.8,5.0,5.25,Renault,Duster 85PS Diesel RxE
Skoda Superb Style 1.8 TSI AT,Coimbatore,2016,54253,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,16.81,Skoda,Superb Style 1.8 TSI AT
Audi Q5 2.0 TDI,Delhi,2013,71000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,21.5,Audi,Q5 2.0 TDI
Maruti Baleno Delta 1.3,Hyderabad,2017,20000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8.5,Maruti,Baleno Delta 1.3
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2013,75000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.25,Volkswagen,Polo Petrol Comfortline 1.2L
Mitsubishi Pajero Sport 4X4 AT,Coimbatore,2019,11827,Diesel,Automatic,First,13.5,2477.0,175.56,6.0,27.11,Mitsubishi,Pajero Sport 4X4 AT
Maruti Ciaz VXi Plus,Mumbai,2015,51579,Petrol,Manual,First,20.73,1373.0,91.1,5.0,5.95,Maruti,Ciaz VXi Plus
Renault Duster 85PS Diesel RxL Option,Kochi,2015,65178,Diesel,Manual,First,19.87,1461.0,83.8,5.0,6.79,Renault,Duster 85PS Diesel RxL Option
Hyundai EON D Lite Plus Option,Mumbai,2016,25350,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.55,Hyundai,EON D Lite Plus Option
Honda CR-V 2.4 MT,Pune,2008,92000,Petrol,Manual,Second,10.8,2354.0,152.0,5.0,3.7,Honda,CR-V 2.4 MT
Hyundai Verna 1.6 SX VTVT,Bangalore,2014,45000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,6.75,Hyundai,Verna 1.6 SX VTVT
Toyota Corolla Altis JS MT,Kolkata,2015,46000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,6.95,Toyota,Corolla Altis JS MT
Maruti SX4 ZXI MT BSIV,Kochi,2011,79940,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.78,Maruti,SX4 ZXI MT BSIV
Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,28851,Petrol,Manual,First,16.47,1198.0,73.9,5.0,6.18,Volkswagen,Polo Petrol Comfortline 1.2L
Audi Q5 30 TDI quattro Premium Plus,Bangalore,2015,63000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,36.0,Audi,Q5 30 TDI quattro Premium Plus
Honda City 1.5 V MT,Coimbatore,2012,77283,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.81,Honda,City 1.5 V MT
Maruti Wagon R VXI,Pune,2014,38958,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.41,Maruti,Wagon R VXI
Mitsubishi Pajero Sport 4X4 AT,Bangalore,2018,8900,Diesel,Automatic,First,13.5,2477.0,175.56,6.0,26.5,Mitsubishi,Pajero Sport 4X4 AT
Skoda Octavia Elegance 1.8 TSI AT,Hyderabad,2015,38000,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,16.0,Skoda,Octavia Elegance 1.8 TSI AT
Hyundai Creta 1.6 CRDi SX Option,Kochi,2017,44887,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.13,Hyundai,Creta 1.6 CRDi SX Option
Maruti Alto LXi BSIII,Hyderabad,2009,85000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.8,Maruti,Alto LXi BSIII
Honda City V MT,Pune,2013,100000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,6.25,Honda,City V MT
Datsun redi-GO S,Chennai,2016,26239,Petrol,Manual,First,22.7,799.0,53.0,5.0,2.75,Datsun,redi-GO S
Skoda Yeti Ambition 4WD,Pune,2011,97000,Diesel,Manual,First,17.67,1968.0,138.08,5.0,6.0,Skoda,Yeti Ambition 4WD
Mercedes-Benz B Class B180,Delhi,2013,28000,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,11.56,Mercedes-Benz,B Class B180
Volkswagen Polo GT TSI,Mumbai,2014,20364,Petrol,Automatic,Second,17.21,1197.0,103.6,5.0,5.2,Volkswagen,Polo GT TSI
Ford EcoSport 1.5 TDCi Titanium,Coimbatore,2014,64637,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.52,Ford,EcoSport 1.5 TDCi Titanium
